Name,MedNet Code,Address,City,Web Site,Phone,Insurance Plan,Hcfa Type,Edi Service
DIAMOND INSURANCE,WC1900,1900 E GOLF RD STE1275,"60173 SCHAUMBURG, IL",,(888) 643-4310,WORKERS COMPENSATION,HCFA1500 12-02,
DIBELLA LAW FIRM PC,AT1500,22 W WASHINGTON,"60602 CHICAGO, IL",,(312) 372-1440,LITIGATION,HCFA1500 12-02,
DICKER & DICKER,A300,300 W ADAMS  STE 330,"60606 CHICAGO, IL",,(312) 853-3485,LITIGATION,HCFA1500 12-02,
DICKLER KAHN SLOWIKOWSKI ZAVELL,A85420,85 W ALGONQUIN RD STE 420,"60005 ARLINGTON HEIGHTS, IL",,(847) 593-5595,LITIGATION,HCFA1500 12-02,
DICOLAS SEAFOOD-W/C,W10754,10754 S WESTERN AVE,"60643 CHICAGO, IL",,(773) 238-7071,WORKERS COMPENSATION,HCFA1500 12-02,
DIERKS WAUKESHA,W9005,900 GALE ST,"53186 WAUKESHA, WI",,(262) 542-8841,WORKERS COMPENSATION,HCFA1500 12-02,
DIERZEN WELDING & MACHINE CO,W2726,PO BOX 272,"60541 NEWARK, IL",,(815) 695-5291,WORKERS COMPENSATION,HCFA1500 12-02,
DIESEL RADIATOR CO ATTN W/C,W9083,2701 UNITED,"60007 ELK GROVE VLG, IL",,(847) 766-9083,WORKERS COMPENSATION,HCFA1500 12-02,
DIGNITY HEALTH MEDICAL GRP,10369,PO BOX 10369,"92423 SAN BERNARDINO, CA",,(800) 339-2964,MEDICARE REPLACEMENT,HCFA1500 12-02,
DIGNITY HEALTH PHYSICIAN NETWORK,10007,PO BOX 10007,"92423 SAN BERNARDINO, CA",,(800) 339-2964,N/A,HCFA1500 12-02,
DIGNITY HEALTHCARE,M3398,PO BOX 981604,"79998 EL PASO, TX",,(866) 266-6010,MEDICARE REPLACEMENT,HCFA1500 12-02,CLAIM-MD
DIGNITY MEMORIAL ATTN W/C,W7750,7750 W CERMAK RD,"60130 FOREST PARK, IL",,(708) 442-8500,WORKERS COMPENSATION,HCFA1500 12-02,
DIMA INDUSTRIES,W55,55 JOEY DRIVE,"60007 ELK GROVE VLG, IL",,(847) 290-0797,WORKERS COMPENSATION,HCFA1500 12-02,
DIMENSIONS PLUS,346,PO BOX 5001,"34656 NEW PORT RICHEY, FL",,(800) 845-7629,N/A,HCFA1500 12-02,
DINGMAN CONCRETE,W5655,PO BOX 201,"50219-1257 PELLA, IA",,(641) 780-6200,WORKERS COMPENSATION,HCFA1500 12-02,
DINIZULU LAW GROUP,A1440,221 N LASALLE,"60601 CHICAGO, IL",,(312) 384-1920,LITIGATION,HCFA1500 12-02,
DIRECT AUTO,3570,627 N LEWIS,"60085-4981 WAUKEGAN, IL",,(866) 419-9457,N/A,HCFA1500 12-02,
DIRECT AUTO INSURANCE ,33,PO BOX 101083,"60610 CHICAGO, IL",,(312) 568-4500,AUTO INSURANCE,HCFA1500 12-02,
DIRECT CARE ADMINISTRATORS,84011,PO BOX 3000,"84011 BOUNTIFUL, UT",,(800) 565-3234,N/A,HCFB1500 12-02,
DIRECT DME,W857,PO BOX 857,"06034 FARMINGTON, CT",,(877) 496-7461,WORKERS COMPENSATION,HCFA1500 12-02,
DIRECT GENERAL,2989,PO BOX 2989,"52733 CLINTON, IA",,,N/A,HCFA1500 12-02,
DIRECTSAT USA,W528,5028 W 67TH ST,"60638 BEDFORD PARK, IL",,(708) 728-9808,WORKERS COMPENSATION,HCFA1500 12-02,
DISMAS CHARITIES,42051,420 CHAMBERS STREET,"51101 SIOUX CITY, IA",,(712) 252-6000,N/A,HCFA1500 12-02,
DISNEY RESORT WORKERS COMP,92803,PO BOX 3909,"92803 ANAHEIM, CA",,(714) 781-1680,WORKERS COMPENSATION,HCFA1500 12-02,
DISPARTI LAW GROUP,A1616,121 W WACKER DR ,"60601 CHICAGO, IL",,(312) 506-5511,LITIGATION,HCFA1500 12-02,
DIST #3 PAINTERS & ALLIED TRADES HLTH FUND,805,3100 BROADWAY SUITE 805,"64111 KANSAS CITY, MO",,(816) 756-3313,N/A,HCFA1500 12-02,
DISTRICT 214,WC214,2901 CENTRAL RD,"60008 ROLLING MEADOWS, IL",,(847) 718-5956,WORKERS COMPENSATION,HCFA1500 12-02,
DIV OF REHABILITATION SERVICES,11262,112 SOUTH WEST STREET,"62450 OLNEY, IL",,(618) 395-2147,N/A,HCFA1500 12-02,
DIV SVCS FOR THE BLIND,1106,PO BOX 16840,"72403 JONESBORO, AR",,(870) 268-2230,N/A,HCFA1500 12-02,
DIVERSIFIED,21717,PO BOX 848,"21717 BUCKEYSTOWN, MD",,(888) 322-2524,N/A,HCFA1500 12-02,
DIVERSIFIED ADM CORP,299,PO BOX 299,"06447 MARLBOROUGH, CT",,(888) 322-2524,N/A,HCFA1500 12-02,
"DIVERSIFIED BENEFIT ADMINISTRATORS, INC",2024D,2024 E PINETREE BLVD STE D,"31792 THOMASVILLE, GA",,(844) 200-7422,COMMERCIAL ,HCFA1500 12-02,
DIVERSIFIED GROUP ,4207,PO BOX 6540,"17112 HARRISBURG, PA",,(717) 652-8040,N/A,HCFA1500 12-02,
DIVERSIFIED GROUP ADMINISTRATORS,330,PO BOX 330,"15317 CANONSBURG, PA",,(800) 221-8490,N/A,HCFA1500 12-02,
DIVERSIFIED SERVICES/WC,W815,1100 E MAIN ST,"61364 STREATOR, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
DIVINE BROS ELECTRIC,W2424,2424 N 25TH AVE,"60131 FRANKLIN PARK, IL",,(847) 455-7143,WORKERS COMPENSATION,HCFA1500 12-02,
DIVISION FOR SPECIALIZED CHILDRENS,605619,8205 SOUTH CASS AVENUE,"60561 DARIEN, IL",,(630) 964-9887,N/A,HCFA1500 12-02,
DIVISION OF BLIND,6084,600 8TH AVE W SUITE 401,"34221 PALMETTO, FL",,(941) 721-2914,N/A,HCFA1500 12-02,
DIVISION OF BLIND SERVICES,1185 ,1185 DUNN AVE,"32114 DAYTONA BEACH, FL",,,N/A,HCFA1500 12-02,
DIVISION OF SERVICES FOR THE BLIND,40447,4044 FRONTAGE RD,"72703 FAYETTEVILLE, AR",,(479) 444-2803,N/A,HCFA1500 12-02,
DIVISION OF SPECIALIZED CARE FOR CHILDREN,5431,2815  W. WASHINGTON,"62794 SPRINGFIELD, IL",,(877) 791-5170,N/A,HCFA1500 12-02,
DIVISION OH REHAB SERVICES,23011,2301 NEW ADAMS ST,"61603 PEORIA, IL",,,N/A,HCFA1500 12-02,
DIVISION SVCS FOR THE BLIND,03809,3809 AIRPORT PLAZA,"71854 TEXARKANA, AR",,(870) 773-0563,N/A,HCFA1500 12-02,
DIVISION TEN SUPPLIES,W3650,365 BALM CT,"60191 WOOD DALE, IL",,(630) 860-7272,WORKERS COMPENSATION,HCFA1500 12-02,
DIXON CORRECTIONAL CENTER,2601,2600 N BRINTON AVE,"61021 DIXON, IL",,(815) 288-5561,N/A,HCFA1500 12-02,
DIXON COUNTY FEEDYARD,W58351,58351 HIGHWAY 20 ATTN: W/C CLAIMS,"68710 ALLEN, NE",,(402) 635-2411,WORKERS COMPENSATION,HCFA1500 12-02,
DMBA (DESERT MUTUAL BENEFIT ADMINISTRATORS),11500,150 SOCIAL HALL AVE 170,"84111 SALT LAKE CITY, UT",,(801) 578-5600,N/A,HCFA1500 12-02,
DMC CARE,4429,PO BOX 44290,"48244 DETROIT, MI",,(800) 543-0161,N/A,HCFA1500 12-02,
DMC CARE CLAIMS DEPT,04145,PO BOX 4145,"48037 SOUTHFIELD, MI",,,N/A,HCFA1500 12-02,
DMEPOS,D01,PO BOX 7027,"46207 INDIANAPOLIS, IN",,(877) 299-7900,DME-DURABLE MEDICAL,HCFA1500 12-02,CLAIM-MD
DMEPOS,D02,PO BOX 7027,"46207 INDIANAPOLIS, IN",,(877) 299-7900,DME-DURABLE MEDICAL,HCFA1500 12-02,CLAIM-MD
DMEPOS,D001,PO BOX 7027,"46207 INDIANAPOLIS, IN",,(877) 299-7900,DME-DURABLE MEDICAL,HCFA1500 12-02,CLAIM-MD
DMEPOS-CGS,20010,PO BOX 20010,"37202 NASHVILLE, TN",,(866) 270-4909,DME-DURABLE MEDICAL,HCFA1500 12-02,AVAILITY
DMERC,2401,PO BOX 240,"46206 INDIANAPOLIS, IN",,,N/A,HCFA1500 12-02,
DMG HEALTH PARTNERS,11003,805 OGDEN AVE STE 400,"60532 LISLE, IL",,(630) 348-3020,BC/BS HMO,HCFA1500 12-02,
DMH,W23000,2300 NORTH EDWARD,"62526 DECATUR, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
DMS PACKAGING SERVICES,W1872,1201 MARK STREET,"60007-3371 ELK GROVE VILLAGE, IL",,(847) 907-3700,WORKERS COMPENSATION,HCFA1500 12-02,
DN TRUCKING,W4881,4881 E 100TH AVE,"62411 ALTAMONT, IL",,(217) 240-0558,WORKERS COMPENSATION,HCFA1500 12-02,
DNR ELECTRIC,W16117,16117 LATROBE AVE,"60452 OAK FOREST, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
DOAS STATE OF GEORGIA,W2001220,200 PIEDMONT AVE SE STE 1220,"30334 ATLANTA, GA",,(404) 656-6245,WORKERS COMPENSATION,HCFA1500 12-02,
"DOBBINS, FRAKER, TENNANT, JOY, PERLSTEIN",A3011,3011 RESEARCH RD,"61822 CHAMPAIGN, IL",,(217) 356-7233,LITIGATION,HCFA1500 12-02,
DOC CLAIMS,30522,P O BOX 30522,"84130 SALT LAKE CITY, UT",,(800) 323-3710,DEPT OF CORRECTION PRISON,HCFA1500 12-02,CLAIM-MD
DOC/BILL JOHNSON CORRECTIONAL,DOC1856,1856 E FLYNN ST,"73717 ALVA, OK",,(580) 327-8000,DEPT OF CORRECTION PRISON,HCFA1500 12-02,
DOC/CONNER CORRECTIONAL CENTER,74035,129 CONNOR RD,"74035 HOMINY, OK",,(918) 594-1300,DEPT OF CORRECTION PRISON,HCFA1500 12-02,
DOC/JIM HAMILTON CORRECTIONAL,74933,53468 MINERAL SPRING RD,"74939 HODGEN, OK",,(918) 653-7831,N/A,HCFA1500 12-02,
DOC/JOHN H LILLEY CORRECTIONAL,74829,407971 HIGHWAY 62 E,"74829 BOLEY, OK",,(918) 794-0128,DEPT OF CORRECTION PRISON,HCFA1500 12-02,
DOC/LAWTON CORRECTIONAL,D30522,8607 SOUTH EAST FLOWER MUND RD,"73501 LAWTON, OK",,(580) 351-2778,DEPT OF CORRECTION PRISON,HCFA1500 12-02,
DOC/NORTH FORK CORRECTIONAL ,73662,1605 E MAIN ST,"73662 SAYRE, OK",,(580) 928-8000,N/A,HCFA1500 12-02,
DOCKENS PORTABLE BUILDINGS,W0370,PO BOX 370,"71469 ROBELINE, LA",,(318) 472-8000,WORKERS COMPENSATION,HCFA1500 12-02,
DOCKS BAR AND GRILL,W313,313  E LIBERTY ST,"60084 WAUCONDA, IL",,(847) 526-9993,WORKERS COMPENSATION,HCFA1500 12-02,
DOCTORS MEDICAL CENTER,6240,6240 W 55TH ST,"60638 CHICAGO, IL",,(888) 346-4968,FAMILY HEALTH NETWORK,HCFA1500 12-02,
DODD CONSTRUCTION,W2299,2299 160TH ST,"50558 LIVERMORE, IA",,(515) 890-9799,WORKERS COMPENSATION,HCFA1500 12-02,
DODDS LAW OFFICE PC,A0624,624 N MAIN ST,"61701 BLOOMINGTON, IL",,(309) 829-9300,LITIGATION,HCFA1500 12-02,
DOEHRMAN BUBA RING,A60096,600 E 96TH ST STE 450,"46240 INDIANAPOLIS, IN",,(317) 844-9999,LITIGATION,HCFA1500 12-02,
DOHERTY AND POGAR,A9630,200 W ADAMS ST,"60606 CHICAGO, IL",,(312) 630-9630,LITIGATION,HCFA1500 12-02,
DOHRN TRANSFER INSURANCE,W66941,625 3RD AVE,"61201 ROCK ISLAND, IL",,(309) 788-1470,WORKERS COMPENSATION,HCFA1500 12-02,
DOLL DISTRIBUTIN -W/C,W50316,1901 DEWOLF STREET,"50316 DES MOINES, IA",,(515) 299-2209,WORKERS COMPENSATION,HCFA1500 12-02,
DOLLAR GENERAL,W7852,785 FDR CT,"61028 ELIZABETH, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
DOLLAR GENERAL,3830,3830 11TH ST,"61201 ROCK ISLAND, IL",,(309) 788-6431,N/A,HCFA1500 12-02,
DOLLAR GENERAL CORP,W1728,PO BOX 1728,"37070 GOODLETTSVILLE, TN",,(740) 588-5715,WORKERS COMPENSATION,HCFA1500 12-02,
DOLLAR GENERAL-W/C,W2528,2528 MYRTLE ST,"51103 SIOUX CITY, IA",,(712) 258-1035,WORKERS COMPENSATION,HCFA1500 12-02,
DOLLAR STORE ATTN W/C,WC276,276 E ROLLINS RD,"60073 ROUND LAKE, IL",,(847) 740-1093,WORKERS COMPENSATION,HCFA1500 12-02,
DOLTON HEALTHCARE AND REHABILITATION,W14325,14325 S BLACKSTONE,"60419 DOLTON, IL",,(708) 849-5000,WORKERS COMPENSATION,HCFA1500 12-02,
DOLTON MEDICAL ASSOC.,15437,1851 SIBLEY BLVD,"60409 CALUMET CITY, IL",,(708) 868-2300,BC/BS HMO,HCFA1500 12-02,
DOLTON MEDICAL ASSOCIATES,05910,PO BOX 7997,"60154 WESTCHESTER, IL",,(708) 377-3685,BC/BS HMO,HCFA1500 12-02,
DOMBROWSKI SORENSEN & GIGAC,A670,670 N CLARK STREET,"60654 CHICAGO, IL",,(312) 943-7804,LITIGATION,HCFA1500 12-02,
DOMINICKS FINER FOODS ,4148/USEWC29,711 JORIE BLVD ,"60523 OAK BROOK, IL",,(630) 891-5287,WORKERS COMPENSATION,HCFA1500 12-02,
DOMINICKS RISK MANAGEMENT,W5166/USEWC29,PO BOX 5166,"60522 OAK BROOK, IL",,(630) 891-5297,WORKERS COMPENSATION,HCFA1500 12-02,
DON'T USE NOT A VALID CODE,6932,don't use this code,"60666 CHICAGO, IL",,(800) 621-3724,BANKERS LIFE,HCFA1500 12-02,
DONALD & DEBBIE DOG HOUSE ,0228,228 W BROADWAY ,"60915 BRADLEY, IL",,(815) 939-0579,N/A,HCFA1500 12-02,
DONALD GALLAGHER,A1137,200 BURLINGTON AVE,"60514 CLARENDON HILLS, IL",,(630) 920-9933,LITIGATION,HCFA1500 12-02,
"DONALD PIPINO CO, LTD",3849,PO BOX 3849 ATTN: RICH KUSOLD,"44512 YOUNGSTOWN, OH",,(330) 729-7195,N/A,HCFA1500 12-02,
DONALDSON MOORE INS,W624,105 NORTH CHARLES ST,"62414 BEECHER CITY, IL",,(217) 783-2212,WORKERS COMPENSATION,HCFA1500 12-02,
DONEGAL INSURANCE GROUP,W3022,PO BOX 1220,"15317 CANONSBURG, PA",,(800) 877-0600,WORKERS COMPENSATION,HCFA1500 12-02,
DONEGAL INSURANCE-W/C,W1608,PO BOX 1608,"51031 LE MARS, IA",,(800) 545-6480,WORKERS COMPENSATION,HCFA1500 12-02,
DONGBU INSURANCE,92879,1250 CORONA POINTE CT STE 301,"92879 CORONA, CA",,(800) 987-1004,N/A,HCFA1500 12-02,
DONKEY CONSTRUCTION,W17,PO BOX 17 ATTN: WORKERS COMP,"72773 WESLEY, AR",,(479) 790-1277,WORKERS COMPENSATION,HCFA1500 12-02,
DONLEY HORAN ENC,4735,4735 STATESMAN DR STE A,"46250 INDIANAPOLIS, IN",,,N/A,HCFA1500 12-02,
DONNA LAW FIRM,A7601,7601 FRANCE AVE SOUTH,"55435 MINNEAPOLIS, MN",www.donnalaw.com,(952) 562-2460,LITIGATION,HCFA1500 12-02,
DONOVAN BENEFITS,44077,440 LOUISIANA ST,"77002 HOUSTON, TX",,,N/A,HCFA1500 12-02,
DORAN LUSTGARTEN AND TROIA PC LLO,A1403,1403 FARNAM STREET,"68102 OMAHA, NE",,(402) 884-7044,LITIGATION,HCFA1500 12-02,
DORRIS LAW FIRM,A102,102 N MAIN ST,"61701 BLOOMINGTON, IL",,(309) 820-9174,LITIGATION,HCFA1500 12-02,
DOTY SANITATION,W12800,PO BOX 128,"62414 BEECHER CITY, IL",,(618) 335-1967,WORKERS COMPENSATION,HCFA1500 12-02,
DOUBLE D EXPRESS,W61354,PO BOX 606,"61354 PERU, IL",,(815) 224-1924,WORKERS COMPENSATION,HCFA1500 12-02,
DOUGLAS RALLO,AT215,215 E PARK AVE,"60048-5265 LIBERTYVILLE, IL",,(847) 816-8780,LITIGATION,HCFA1500 12-02,
DOWD HOWARD & CORRIGAN ATTY,A1411,1411 HARNEY ST,"68102 OMAHA, NE",,(402) 341-1020,LITIGATION,HCFA1500 12-02,
DOWNEY INSURANCE ,46901,PO BOX 1247,"46901 KOKOMO, IN",,(317) 578-4160,WORKERS COMPENSATION,HCFA1500 12-02,
DOWNEY INSURANCE,W46903,PO BOX 4023,"52733 CLINTON, IA",,(765) 457-9161,WORKERS COMPENSATION,HCFA1500 12-02,
DOYLE SIGNS ,W20000,232 INTERSTATE ROAD ,"60101 ADDISON, IL",,(630) 543-9490,WORKERS COMPENSATION,HCFA1500 12-02,
DR H ADELSON INVOICE,41620,41620 S MILE RD STE 102,"48168 NORTHVILLE, MI",,,N/A,HCFA1500 12-02,
DR MADRY - PREPAY,9902,810 BIESTERFIELD RD,"60007 ELK GROVE VLG, IL",,(847) 382-9902,PRE PAY ACCOUNT,HCFA1500 12-02,
DRAKE & COLLOPY PC,A10S,10 S LASALLE T STE 35,"60603 CHICAGO, IL",,(312) 345-0220,LITIGATION,HCFA1500 12-02,
DREW J FERRACUTI LAW FIRM,A903,PO BOX 903,"61350 OTTAWA, IL",,(815) 434-2424,LITIGATION,HCFA1500 12-02,
DREW LAW FIRM,A12129,PO BOX 12129,"50312 DES MOINES, IA",,(515) 323-5640,LITIGATION,HCFA1500 12-02,
DREYER MEDICAL ,1285D,1285 ELK GROVE ,"60009 ELK GROVE VILLAGE, IL",,(847) 298-6000,DREYER MEDICAL,HCFA1500 12-02,
DREYER MEDICAL CLINIC,60506,2357 SEQUIA DRIVE ,"60506 AURORA, IL",,(630) 859-0400,BC/BS HMO,HCFA1500 12-02,
DREYER MEDICAL CLINIC,1870,1870 W GALENA BLVD,"60506 AURORA, IL",,(630) 859-6700,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
DREYER MEDICAL GROUP,60009,PO BOX 1285,"60009 ELK GROVE VILLAGE, IL",,(630) 859-0400,HMO COMMERCIAL,HCFA1500 12-02,
"DREYER, FOOTE, STREIT, FURGASON & SLOCUM",A1999,1999 W DOWNER PLACE,"60506 AURORA, IL",,(630) 897-8764,LITIGATION,HCFA1500 12-02,
DRISCOLL HEALTH PLAN,3668,PO BOX 3668,"78463 CORPUS CHRISTI, TX",https://driscollhealthplan.com,(855) 425-3247,COMMERCIAL ,HCFA1500 12-02,CLAIM-MD
DRN CONSTRUCTION,W5803,5803 EDWARD DR,"60452 OAK FOREST, IL",,(708) 535-1470,WORKERS COMPENSATION,HCFA1500 12-02,
DRS SERVICES INS,28104,28104 ORCHARD LAKE RD #140,"48334 FARMINGTN HLS, MI",,(800) 253-2688,N/A,HCFA1500 12-02,
DRUMMOND AMERICAN,W346,600 CORPORATE WOOD PKWY,"60061 VERNON HILLS, IL",,(847) 913-9313,WORKERS COMPENSATION,HCFA1500 12-02,
DS WATERS OF AMERICA W/C,W6135,6135 S HARLEM AVE,"60638 CHICAGO, IL",,(773) 586-8600,WORKERS COMPENSATION,HCFA1500 12-02,
DSCC,627041,421 S GRANDWEST 2ND FLOOR ,"62704 SPRINGFIELD, IL",,(217) 524-2000,WORKERS COMPENSATION,HCFA1500 12-02,
DSCC,4251,3135 OLD JACKSONVILLE RD,"62704 SPRINGFIELD, IL",,(877) 791-5170,MEDICAID ILLINOIS,HCFA1500 12-02,
DST PHARMACY SOLUTIONS,419019,PO BOX 419019,"64141 KANSAS CITY, MO",,(866) 211-9459,N/A,HCFA1500 12-02,
DUKE UNIVERSITY,90448,PO BOX 90448,"27708 DURHAM, NC",,,N/A,HCFA1500 12-02,
DUNCAN LAW GROUP,A2550,161 N CLARK STREET,"60601 CHICAGO, IL",,(312) 818-4415,LITIGATION,HCFA1500 12-02,
DUNCAN REGINAL HOSPITAL,WC2621,2621 WHISENANT DR,"73533 DUNCAN, OK",,(580) 252-5300,WORKERS COMPENSATION,HCFA1500 12-02,
DUNK LAW,A7770, 777 N JEFFERSON ST,"53202 MILWAUKEE, WI",,(414) 209-4398,LITIGATION,HCFA1500 12-02,
DUNN & ASSOCIATES,2369,PO BOX 2369,"47202 COLUMBUS, IN",,(812) 378-9960,N/A,HCFA1500 12-02,CLAIM-MD
DUPAGE COUNTY,W18,ATTN: DON GALLAGHER,"60514 CLARENDON HILLS, IL",,(630) 682-7469,WORKERS COMPENSATION,HCFA1500 12-02,
DUPAGE MEDICAL GROUP,3358,PO BOX 3358,"60137 GLEN ELLYN, IL",,(630) 942-7998,BC/BS HMO,HCFA1500 12-02,CLAIM-MD
DUPAGE MEDICAL GROUP MPS,79981,USE MEDNET 3358,"60515 DOWNERS GROVE, IL",,(630) 942-7950,BC/BS HMO,HCFA1500 12-02,AVAILITY
DURA BAR METAL SERVICES,W2195,2195 W LAKE SHORE DR,"60098 WOODSTOCK, IL",,(815) 338-3800,WORKERS COMPENSATION,HCFA1500 12-02,
DURABLE PACKAGING,W750,750 NORTHGATE PKWY,"60090 WHEELING, IL",,(847) 419-9587,WORKERS COMPENSATION,HCFA1500 12-02,
DUREX INTERNATIONAL CORP,WC190,190 DETROIT ST,"60013 CARY, IL",,(800) 762-3468,WORKERS COMPENSATION,HCFA1500 12-02,
DURO ART INDUSTRIES,WC1832,1832 W JUNEWAY,"60626 CHICAGO, IL",,(773) 743-3434,WORKERS COMPENSATION,HCFA1500 12-02,
DURRE BROTHERS,W4056,405 S CHESTNUT ST,"61760 MINONK, IL",,(309) 432-2512,WORKERS COMPENSATION,HCFA1500 12-02,
DWIGHT CORRECTIONAL CENTER,23813,23813 E 3200 NORTH  ROAD ,"60420 DWIGHT, IL",,(309) 584-2806,WORKERS COMPENSATION,HCFA1500 12-02,
DWYER MCCARTHY AND ASSOCIATES,A7482,39 S LASALLE,"60603 CHICAGO, IL",,(312) 782-7482,LITIGATION,HCFA1500 12-02,
DWYER-MCDEVITT,4249,30 N LASALLE STREET,"60602 CHICAGO, IL",,(312) 332-0072,LITIGATION,HCFA1500 12-02,
DYKSTRA DAIRY ATTN: W/C,W498,498 4TH AVE NE,"51250 SIOUX CENTER, IA",,(712) 722-1662,WORKERS COMPENSATION,HCFA1500 12-02,
E J E RAILWAY,464,CLAIM DEPT,"46402 GARY, IN",,(219) 883-4369,N/A,HCFA1500 12-02,
E K TRUCK SERVICE,W1039,211 N MARKET ST,"61951 SULLIVAN, IL",,(217) 728-4628,WORKERS COMPENSATION,HCFA1500 12-02,
E M J METALS,W3216,325 16TH AVE,"52748 ELDRIDGE, IA",,(563) 324-3756,WORKERS COMPENSATION,HCFA1500 12-02,
E QUIP FENCE CO,WC0230,230 INDUSTRIAL DR,"60423 FRANKFORT, IL",,(815) 464-0053,WORKERS COMPENSATION,HCFA1500 12-02,
E&H RESTORATION,1926,1926 COMMENITZ DR,"52802 DAVENPORT, IA",,(563) 322-3335,N/A,HCFA1500 12-02,
EA GCS ITPA DIVISION,142221,PO BOX 296,"14222 BUFFALO, NY",,(877) 540-0265,N/A,HCFA1500 12-02,
EA HEALTH- CHARITY PROGRAM- NOT INS.,50435,PO BOX 504350,"92150 SAN DIEGO, CA",,(866) 803-2262,COMMERCIAL ,HCFA1500 12-02,
EA LOGISTICS,W5954,1121 N WOODALE RD,"60191 WOOD DALE, IL",,(630) 595-4600,WORKERS COMPENSATION,HCFA1500 12-02,
EAGLE EXPRESS LINES INC,W7151,715 W 172ND ST,"60473 SOUTH HOLLAND, IL",,(708) 333-8400,WORKERS COMPENSATION,HCFA1500 12-02,
EAGLE LINCOLN MERCURY,W20233,20233 GULF FREEWAY,"77598 WEBSTER, TX",,(800) 252-7031,WORKERS COMPENSATION,HCFA1500 12-02,
EAGLE RIDGE CORPORTATE SERVICES,2640,PO BOX 2640,"51106 SIOUX CITY, IA",,(800) 301-6692,N/A,HCFA1500 12-02,
EAGLE WINDOW AND DOOR,W52001,2045 KERPER BLVD,"52001 DUBUQUE, IA",,(563) 556-2270,WORKERS COMPENSATION,HCFA1500 12-02,
EAGLEONE CASE MANAGEMENT,WC080,80 BURR RIDGE PARKWAY #121,"60527 BURR RIDGE, IL",,(630) 468-1620,WORKERS COMPENSATION,HCFA1500 12-02,
EAMES LAW GROUP,A47320,47 W POLK STE 320,"60605 CHICAGO, IL",,(312) 818-2855,LITIGATION,HCFA1500 12-02,
EANGUS INSURANCE PLAN,12421,12421 MEREDITH DRIVE,"50398 URBANDALE, IA",,(800) 906-7610,N/A,HCFA1500 12-02,
EAP,4099,PO BOX 292580,"75029 LEWISVILLE, TX",,(800) 865-3200,N/A,HCFA1500 12-02,
EARL ALLEN AGENCY,098,PO BOX 98,"60416 COAL CITY, IL",,(815) 634-4313,N/A,HCFA1500 12-02,
EASC CLAIMS,11486,PO BOX 11486,"95406 SANTA ROSA, CA",,(877) 907-3272,N/A,HCFA1500 12-02,
EAST APARTMENTS,W5009,5009 WEBER DR,"60008 ROLLING MDWS, IL",,(847) 253-1200,WORKERS COMPENSATION,HCFA1500 12-02,
EAST AURORA SCHOOL DIST 131,W4170,417 5TH STREET,"60505 AURORA, IL",,(630) 299-5574,WORKERS COMPENSATION,HCFA1500 12-02,
EAST COURT VILLAGE,2203,220 EAST COURT STREET,"60901 KANKAKEE, IL",,(815) 937-4200,N/A,HCFA1500 12-02,
EAST MOLINE CORRECTIONAL CENTER,W6124,100 HILLCREST RD,"61244 EAST MOLINE, IL",,(309) 755-4511,WORKERS COMPENSATION,HCFA1500 12-02,
EAST MOLINE GLASS,WC733,1333 13TH ST,"61244 EAST MOLINE, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
EAST MOLINE METAL,W1217,1201 7TH ST,"61244 EAST MOLINE, IL",,(309) 752-1350,WORKERS COMPENSATION,HCFA1500 12-02,
EASTER SEAL SOCIETY,W2920,2920 30TH ST,"50310 DES MOINES, IA",,(515) 975-8477,WORKERS COMPENSATION,HCFA1500 12-02,
EASTER SEALS,W4067,1939 W 13TH ST,"60608 CHICAGO, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
EASTERN ALLIANCE,80099,PO BOX 80099,"46280 INDIANAPOLIS, IN",,(317) 587-8918,N/A,HCFA1500 12-02,
EASTERN ALLIANCE,W14138,PO BOX 14138,"40512 LEXINGTON, KY",,(855) 533-3444,WORKERS COMPENSATION,HCFA1500 12-02,
EASTERN IL UNIVERSITY,717,717 N 21ST ST,"61938 MATTOON, IL",,(815) 514-6641,N/A,HCFA1500 12-02,
EASTERN ILLINOIS UNIVERSITY,600,600 LINCOLN AVE,"61920 CHARLESTON, IL",,(217) 581-5290,N/A,HCFA1500 12-02,
EASTVIEW TERRACE,W61951,100 EASTVIEW PLACE,"61951 SULLIVAN, IL",,(217) 728-7367,WORKERS COMPENSATION,HCFA1500 12-02,
EASY BUILDERS,W618,3713 W BELMONT,"60618 CHICAGO, IL",,(773) 447-1742,WORKERS COMPENSATION,HCFA1500 12-02,
EBA AND M CORP,5079,18002 COWAN,"92614 IRVINE, CA",,(800) 249-8440,N/A,HCFA1500 12-02,
EBMC,957,PO BOX 9057,"43017 DUBLIN, OH",,(877) 304-0761,N/A,HCFA1500 12-02,
EBMS,21367,PO BOX 21367,"59104 BILLINGS, MT",,(406) 869-5555,N/A,HCFA1500 12-02,CLAIM-MD
EBPA LLC,20383,PO BOX 2000,"03833 EXETER, NH",,(800) 578-3272,N/A,HCFA1500 12-02,
