MedNet Code,Medicare Modifiers,Bill Medical Direction
WC449,YES,NO
WC800,YES,NO
WC203,YES,NO
1415,YES,NO
W3021,YES,NO
W2425,YES,NO
WC84,YES,NO
W21855,YES,NO
W8217,YES,NO
W0930,YES,NO
W2018,YES,NO
W370,YES,NO
W3400,YES,NO
W6026,YES,NO
WC0215,YES,NO
W1175,YES,NO
W383,YES,NO
W4333,YES,NO
W19105,YES,NO
W111,YES,NO
W727,YES,NO
W33089,YES,NO
W347,YES,NO
W4150,YES,NO
WC1001,YES,NO
W16150,YES,NO
W2558,YES,NO
W070,YES,NO
W1825,YES,NO
WC1880,YES,NO
W2261,YES,NO
W11000,YES,NO
W8195,YES,NO
W43457,YES,NO
W21040,YES,NO
W5038,YES,NO
60120,YES,NO
WC300,YES,NO
W6635,YES,NO
W6623,YES,NO
W953,YES,NO
W0119,YES,NO
W02140,YES,NO
W4321,YES,NO
W6800,YES,NO
W1402,YES,NO
W9203,YES,NO
WC2856,YES,NO
WC525,YES,NO
WC318,YES,NO
W1218,YES,NO
W20526,YES,NO
WC469010,YES,NO
W10256,YES,NO
W0299,YES,NO
W141739,YES,NO
W77042,YES,NO
W2384,YES,NO
W13355,YES,NO
WC60,YES,NO
W4817,YES,NO
W4494,YES,NO
W508,YES,NO
W5005,YES,NO
WC630,YES,NO
W3900,YES,NO
W15756,YES,NO
W35X,YES,NO
WC1045,YES,NO
W2016,YES,NO
W46350,YES,NO
W10125,YES,NO
W849,YES,NO
WC13890,YES,NO
W23005,YES,NO
WC4632,YES,NO
W949,YES,NO
W1584,YES,NO
W97228,YES,NO
W24,YES,NO
W980,YES,NO
W2524,YES,NO
W343,YES,NO
W10333,YES,NO
W68045,YES,NO
W235,YES,NO
W7707,YES,NO
W330003,YES,NO
W2730,YES,NO
W1168,YES,NO
W14351,YES,NO
W8008,YES,NO
W7180,YES,NO
W63005,YES,NO
1175,YES,NO
W1225,YES,NO
WC1225,YES,NO
W7122,YES,NO
W348,YES,NO
6111,YES,NO
W9450,YES,NO
W11112,YES,NO
W60432,YES,NO
W01625,YES,NO
W3155,YES,NO
W555,YES,NO
W4052,YES,NO
W37067,YES,NO
WC5,YES,NO
W1343,YES,NO
W948,YES,NO
W43909,YES,NO
WC95,YES,NO
W14531,YES,NO
W3277,YES,NO
3530,YES,NO
WC1390,YES,NO
W1776,YES,NO
5200WC,YES,NO
W3086,YES,NO
WC530,YES,NO
W9101,YES,NO
07059,YES,NO
W1216,YES,NO
WC352,YES,NO
W6776,YES,NO
1488,YES,NO
1261,YES,NO
W029,YES,NO
W269,YES,NO
W30200,YES,NO
W1821,YES,NO
W48844,YES,NO
W1003,YES,NO
W2958,YES,NO
W1387,YES,NO
WC1707,YES,NO
W61938,YES,NO
W0210,YES,NO
W7309,YES,NO
W319,YES,NO
W32578,YES,NO
W1140,YES,NO
WC4809,YES,NO
W1553,YES,NO
W3003,YES,NO
W4330,YES,NO
W4011,YES,NO
W801,YES,NO
40511,YES,NO
W75835,YES,NO
W650461,YES,NO
W3026,YES,NO
W2625,YES,NO
W838,YES,NO
W2840,YES,NO
W1070,YES,NO
W64548,YES,NO
W41201,YES,NO
W279350,YES,NO
WC626,YES,NO
W11606,YES,NO
4511,YES,NO
WC286,YES,NO
W2667,YES,NO
W913,YES,NO
W1210,YES,NO
W1306,YES,NO
W1661,YES,NO
W5212,YES,NO
W30015,YES,NO
WC213,YES,NO
WC2055,YES,NO
WC086,YES,NO
WC1140,YES,NO
2067,YES,NO
W20261,YES,NO
W16002,YES,NO
W422,YES,NO
WC2300,YES,NO
W24460,YES,NO
W3104,YES,NO
W815,YES,NO
W23000,YES,NO
W16117,YES,NO
W7852,YES,NO
WC733,YES,NO
W4067,YES,NO
W7302,YES,NO
W1991,YES,NO
W992,YES,NO
W5735,YES,NO
W4280,YES,NO
W306,YES,NO
W460,YES,NO
W0400,YES,NO
W889,YES,NO
W9350,YES,NO
W70188,YES,NO
W400165,YES,NO
WC3205,YES,NO
W1959,YES,NO
W5040,YES,NO
W2545,YES,NO
6560,YES,NO
33109,YES,NO
W6569/USEW0656,YES,NO
W14719,YES,NO
5970,YES,NO
W69,YES,NO
W9625,YES,NO
W5643,YES,NO
918,YES,NO
W5301,YES,NO
W1915,YES,NO
W1790,YES,NO
W8907,YES,NO
W80299,YES,NO
7225,YES,NO
43,YES,NO
W50160,YES,NO
W241,YES,NO
W2212,YES,NO
W4135,YES,NO
W4194,YES,NO
WC350,YES,NO
W8725,YES,NO
WC389508,YES,NO
W8094,YES,NO
WC14472,YES,NO
WC362,YES,NO
W12338,YES,NO
01455,YES,NO
W7590,YES,NO
W1967,YES,NO
W206,YES,NO
W80025,YES,NO
2302,YES,NO
W0305,YES,NO
WC4200,YES,NO
WC3095,YES,NO
W163,YES,NO
W120,YES,NO
W8333,YES,NO
W20,YES,NO
W200S,YES,NO
W7064,YES,NO
W659,YES,NO
WC262,YES,NO
W14015,YES,NO
W4379,YES,NO
W6811,YES,NO
W11592,YES,NO
W4520,YES,NO
W429,YES,NO
W3504,YES,NO
W21457,YES,NO
W0503,YES,NO
6957,YES,NO
WC308,YES,NO
W642,YES,NO
WC409,YES,NO
W01201,YES,NO
W442,YES,NO
W416,YES,NO
W3836,YES,NO
W11505,YES,NO
W4580,YES,NO
WC119,YES,NO
W1165,YES,NO
W2312,YES,NO
WC22300,YES,NO
W1233,YES,NO
W989,YES,NO
W777,YES,NO
14268,YES,NO
605122,YES,NO
3118,YES,NO
6700,YES,NO
2042,YES,NO
W14117,YES,NO
W06484,YES,NO
W052,YES,NO
W4349,YES,NO
W9185,YES,NO
W0171,YES,NO
W8105,YES,NO
WC408,YES,NO
W2858,YES,NO
WC2414,YES,NO
W13606,YES,NO
WC40522,YES,NO
W1251,YES,NO
WC51,YES,NO
W9890,YES,NO
W1500,YES,NO
W521,YES,NO
W21704,YES,NO
W4155,YES,NO
W5100,YES,NO
W598,YES,NO
W1942,YES,NO
W534,YES,NO
W80112,YES,NO
W1850,YES,NO
W12212,YES,NO
W4023,YES,NO
W69666,YES,NO
W5650S,YES,NO
W4106,YES,NO
606021,YES,NO
WC738,YES,NO
W013,YES,NO
W6142,YES,NO
W0468,YES,NO
W160120,YES,NO
W1450,YES,NO
WC386,YES,NO
W7007,YES,NO
W0540,YES,NO
WC991009,YES,NO
W3408,YES,NO
WC820,YES,NO
W50309,YES,NO
WC5200,YES,NO
W14880,YES,NO
W4230,YES,NO
W7739,YES,NO
W603,YES,NO
W62521,YES,NO
WC1060,YES,NO
W1889,YES,NO
W2231,YES,NO
W60194,YES,NO
7703,YES,NO
W7703,YES,NO
WC7202,YES,NO
30003,YES,NO
170112,YES,NO
WC80116,YES,NO
W96790,YES,NO
W1526,YES,NO
WC1305,YES,NO
W259015,YES,NO
43082,YES,NO
W4007,YES,NO
W2750,YES,NO
WC5401,YES,NO
W6203,YES,NO
W20002,YES,NO
W621,YES,NO
W2237,YES,NO
W650,YES,NO
WC1336,YES,NO
W2001,YES,NO
W0644,YES,NO
W1350,YES,NO
W324,YES,NO
W62523,YES,NO
W1045,YES,NO
W2610,YES,NO
W9014,YES,NO
W3145,YES,NO
A3,YES,NO
WC3004,YES,NO
W305,YES,NO
W77,YES,NO
W1336,YES,NO
WS1225,YES,NO
W5300,YES,NO
WC729,YES,NO
W9111,YES,NO
W2321,YES,NO
60601,YES,NO
WC7261,YES,NO
W3056,YES,NO
WC848,YES,NO
W13318,YES,NO
WC6361,YES,NO
W770,YES,NO
W2008,YES,NO
40790,YES,NO
WC4079,YES,NO
W232,YES,NO
W29212,YES,NO
60187,YES,NO
W0185,YES,NO
W582,YES,NO
W60712,YES,NO
W15232,YES,NO
W2201,YES,NO
W1077,YES,NO
W3800,YES,NO
W5095,YES,NO
WC2123,YES,NO
W46,YES,NO
W3127,YES,NO
WC85251,YES,NO
W1595,YES,NO
W71099,YES,NO
W1851,YES,NO
W418,YES,NO
W393,YES,NO
W1520,YES,NO
58,YES,NO
W2800,YES,NO
530721,YES,NO
W8559,YES,NO
60106,YES,NO
W1436,YES,NO
W5470,YES,NO
4084,YES,NO
W4666,YES,NO
W8970,YES,NO
W3140,YES,NO
W682,YES,NO
W2250,YES,NO
7453,YES,NO
W10114,YES,NO
2933,YES,NO
W50801,YES,NO
W725,YES,NO
W170,YES,NO
W2879,YES,NO
W9320,YES,NO
W1637,YES,NO
W208,YES,NO
32790,YES,NO
760911,YES,NO
WC509,YES,NO
3085,YES,NO
W440,YES,NO
W3075,YES,NO
WC20,YES,NO
W1101,YES,NO
W2320,YES,NO
W205,YES,NO
W7520,YES,NO
53045,YES,NO
W13405,YES,NO
W7600,YES,NO
W7545,YES,NO
45140,YES,NO
W637,YES,NO
W3014,YES,NO
W1612,YES,NO
W2753,YES,NO
W802,YES,NO
W7231,YES,NO
W51054,YES,NO
W4569,YES,NO
W2047,YES,NO
W9282,YES,NO
W113,YES,NO
W5018,YES,NO
WC601,YES,NO
W825,YES,NO
W3059,YES,NO
W224,YES,NO
W5026,YES,NO
66225,YES,NO
8144,YES,NO
W25975,YES,NO
WC25971,YES,NO
1720,YES,NO
W259,YES,NO
W0120,YES,NO
W25978,YES,NO
2591,YES,NO
3042,YES,NO
W28100,YES,NO
WC0123,YES,NO
W1030,YES,NO
WC726,YES,NO
WC1116,YES,NO
W1215,YES,NO
W4014,YES,NO
W2196,YES,NO
9116,YES,NO
W20202,YES,NO
60632,YES,NO
606408,YES,NO
W8800,YES,NO
WC6201,YES,NO
W19001,YES,NO
WC14581,YES,NO
WC912,YES,NO
WC150,YES,NO
WC520,YES,NO
W2361,YES,NO
W8140,YES,NO
W7265,YES,NO
W356,YES,NO
W646,YES,NO
W2566,YES,NO
W7198,YES,NO
W63368,YES,NO
W2102,YES,NO
W0937,YES,NO
W4901,YES,NO
W247,YES,NO
W4419,YES,NO
W1330,YES,NO
W3010,YES,NO
4238,YES,NO
5720,YES,NO
84020,YES,NO
46113,YES,NO
51,YES,NO
2775,YES,NO
8809,YES,NO
6505,YES,NO
68715,YES,NO
W60191,YES,NO
W0725,YES,NO
W5125,YES,NO
WC221,YES,NO
WC4545,YES,NO
WC2009,YES,NO
W2221,YES,NO
W6618,YES,NO
W7S,YES,NO
3008,YES,NO
W1587,YES,NO
W37229,YES,NO
W1797,YES,NO
WC2901,YES,NO
W5620,YES,NO
W54709,YES,NO
W3012,YES,NO
W1614,YES,NO
4210,YES,NO
W4334,YES,NO
W408,YES,NO
W2807,YES,NO
W14502,YES,NO
W139,YES,NO
2101,YES,NO
W4427,YES,NO
W1832,YES,NO
14614,YES,NO
W397,YES,NO
W5209,YES,NO
3220,YES,NO
WC0028,YES,NO
W7508,YES,NO
60076,YES,NO
70,YES,NO
W1080,YES,NO
W3701,YES,NO
20207,YES,NO
W5512,YES,NO
W5250,YES,NO
WC1105,YES,NO
W178,YES,NO
W7755,YES,NO
WC29051,YES,NO
W6813,YES,NO
W20251,YES,NO
46804,YES,NO
W1775,YES,NO
W6421,YES,NO
W50014,YES,NO
W4831,YES,NO
W39155,YES,NO
W0025,YES,NO
W968020,YES,NO
W1441,YES,NO
22501,YES,NO
W1122,YES,NO
502,YES,NO
W108,YES,NO
A23011,YES,NO
W23011,YES,NO
W231,YES,NO
W875,YES,NO
W15151,YES,NO
WC33458,YES,NO
WC1506,YES,NO
W26777,YES,NO
729,YES,NO
WC8252,YES,NO
8252,YES,NO
W4533,YES,NO
WC145,YES,NO
WC4455,YES,NO
WC1875,YES,NO
WC89453,YES,NO
W94405,YES,NO
W4111,YES,NO
W89455,YES,NO
44119,YES,NO
W01215,YES,NO
W2150,YES,NO
W105,YES,NO
W2262,YES,NO
W23900,YES,NO
W738,YES,NO
WC2420,YES,NO
W4325,YES,NO
W5253,YES,NO
W0726,YES,NO
W2025,YES,NO
W1161,YES,NO
W1401,YES,NO
W62702,YES,NO
WC30,YES,NO
WC850,YES,NO
W2607,YES,NO
WC202,YES,NO
W8002,YES,NO
W402,YES,NO
WC1395,YES,NO
3804,YES,NO
W99,YES,NO
W4841,YES,NO
05407,YES,NO
W10048,YES,NO
4281,YES,NO
W542033,YES,NO
7576,YES,NO
W4439,YES,NO
WC479,YES,NO
W4441,YES,NO
WC531,YES,NO
W5062,YES,NO
W4690,YES,NO
W469010,YES,NO
WC1520,YES,NO
W6028,YES,NO
3093,YES,NO
60603,YES,NO
W6841,YES,NO
W4484,YES,NO
W37,YES,NO
W165460,YES,NO
W339,YES,NO
W841,YES,NO
W25,YES,NO
WC500,YES,NO
W7,YES,NO
W2095,YES,NO
W3076,YES,NO
WC5012,YES,NO
W51301,YES,NO
W8254,YES,NO
4241,YES,NO
4317,YES,NO
W19809,YES,NO
43146,YES,NO
WC608,YES,NO
WC2435,YES,NO
W0109,YES,NO
WC1406,YES,NO
W2435,YES,NO
W39158,YES,NO
W13800,YES,NO
W20671,YES,NO
WC231,YES,NO
W4180,YES,NO
W14304,YES,NO
WC6801,YES,NO
1770,YES,NO
W1046,YES,NO
W7942,YES,NO
W215,YES,NO
WC40767,YES,NO
W2308,YES,NO
W16410,YES,NO
W2468,YES,NO
W60173,YES,NO
W972030,YES,NO
W9120,YES,NO
W0077,YES,NO
W1733,YES,NO
W1391,YES,NO
60600,YES,NO
WC15162,YES,NO
60435,YES,NO
W9458,YES,NO
W31161,YES,NO
WC160,YES,NO
W1711,YES,NO
W4229,YES,NO
W503,YES,NO
WC235,YES,NO
5145,YES,NO
W1000,YES,NO
W639,YES,NO
WC2012,YES,NO
46987,YES,NO
A42988,YES,NO
W6022,YES,NO
WC207,YES,NO
W4698,YES,NO
35012,YES,NO
61010,YES,NO
W3337,YES,NO
10740,YES,NO
6268,YES,NO
W26011,YES,NO
W4561,YES,NO
W2211,YES,NO
W1012,YES,NO
4092,YES,NO
W1533,YES,NO
W372,YES,NO
W4045,YES,NO
W123,YES,NO
W3520,YES,NO
W30210,YES,NO
W5353,YES,NO
4271,YES,NO
W18236,YES,NO
W975,YES,NO
W2642,YES,NO
W1906,YES,NO
W730,YES,NO
W3410,YES,NO
W5014,YES,NO
W6095,YES,NO
W0108,YES,NO
W24011,YES,NO
W2092,YES,NO
W6774,YES,NO
W2420,YES,NO
0480,YES,NO
WC5005,YES,NO
W6151,YES,NO
W22476,YES,NO
W6052,YES,NO
W1803,YES,NO
W60010,YES,NO
W1043,YES,NO
W10000,YES,NO
WC335,YES,NO
WC8490,YES,NO
W12320,YES,NO
WC900,YES,NO
W7855,YES,NO
W311,YES,NO
98026,YES,NO
W1912,YES,NO
W86000,YES,NO
60491,YES,NO
W2526,YES,NO
WC1826,YES,NO
WC958,YES,NO
W72756,YES,NO
W2822,YES,NO
WC4306,YES,NO
W1685,YES,NO
W6900,YES,NO
WC3737,YES,NO
68669,YES,NO
W0437,YES,NO
W2915,YES,NO
W8410,YES,NO
W9301,YES,NO
WC140789,YES,NO
19612,YES,NO
WC11201,YES,NO
WC2915,YES,NO
W2445,YES,NO
660847,YES,NO
WC26008,YES,NO
WC27827,YES,NO
WC2909,YES,NO
W420029,YES,NO
W2850,YES,NO
2051,YES,NO
W9390,YES,NO
W10500,YES,NO
W8720,YES,NO
WC59143,YES,NO
37217,YES,NO
75039,YES,NO
W1412,YES,NO
W26002,YES,NO
WC11725,YES,NO
WC94188,YES,NO
W5551,YES,NO
W2816,YES,NO
W8765,YES,NO
W7012,YES,NO
W1150,YES,NO
W7906,YES,NO
W6080,YES,NO
W25106,YES,NO
W2472,YES,NO
WC1132,YES,NO
W3562,YES,NO
WC4101,YES,NO
W935,YES,NO
W50532,YES,NO
W349,YES,NO
W0306,YES,NO
W4149,YES,NO
WC229,YES,NO
WC65,YES,NO
WC474630,YES,NO
W111404,YES,NO
WC46242,YES,NO
W10733,YES,NO
W3080,YES,NO
W12936,YES,NO
WC0407,YES,NO
W10701,YES,NO
W6600,YES,NO
W0022,YES,NO
W0525,YES,NO
W9006,YES,NO
W52537,YES,NO
W1211,YES,NO
WC237,YES,NO
W2441,YES,NO
WC21001,YES,NO
W651,YES,NO
4305,YES,NO
WC747,YES,NO
W3008,YES,NO
W8005,YES,NO
W3424,YES,NO
W735,YES,NO
W79,YES,NO
W868,YES,NO
WC2115,YES,NO
W56,YES,NO
W1727,YES,NO
W1570,YES,NO
W2527,YES,NO
W2041,YES,NO
W891,YES,NO
WC137,YES,NO
W2791,YES,NO
0936,YES,NO
W7009,YES,NO
W6245,YES,NO
W5012,YES,NO
W7004,YES,NO
W30000,YES,NO
WC933,YES,NO
WC8251,YES,NO
WC60100,YES,NO
81306,YES,NO
W11555,YES,NO
W71100,YES,NO
W37831,YES,NO
4176,YES,NO
W11285,YES,NO
W3490,YES,NO
W2665,YES,NO
W4002,YES,NO
4294,YES,NO
W817,YES,NO
W5164,YES,NO
W4600,YES,NO
W1295,YES,NO
WC170,YES,NO
W4261,YES,NO
W0425,YES,NO
W4253,YES,NO
1245,YES,NO
68070,YES,NO
W1900,YES,NO
W60047,YES,NO
W17021,YES,NO
W5065,YES,NO
W1391136,YES,NO
W07922,YES,NO
W7157,YES,NO
W7255,YES,NO
60168,YES,NO
W6607,YES,NO
W1911,YES,NO
W3050,YES,NO
W24016,YES,NO
W1090,YES,NO
W30539,YES,NO
W98920,YES,NO
W3646,YES,NO
W4128,YES,NO
WC12012,YES,NO
WC6320,YES,NO
W61761,YES,NO
1688,YES,NO
W757,YES,NO
4015,YES,NO
W16108,YES,NO
33340,YES,NO
W928,YES,NO
W8366,YES,NO
W40001,YES,NO
W1126,YES,NO
W3066,YES,NO
W912,YES,NO
WC20N,YES,NO
W1232,YES,NO
W18880,YES,NO
14127,YES,NO
W51100,YES,NO
W1817,YES,NO
W15005,YES,NO
W8900,YES,NO
W1480,YES,NO
32037,YES,NO
W3380,YES,NO
53707,YES,NO
W2330,YES,NO
WC4,YES,NO
W685,YES,NO
W6051,YES,NO
WC3366,YES,NO
W3011,YES,NO
W5600,YES,NO
W515,YES,NO
W0945,YES,NO
W5564,YES,NO
W700,YES,NO
W0567,YES,NO
W1600,YES,NO
W1528,YES,NO
W1316,YES,NO
WC384,YES,NO
W1048,YES,NO
W1189,YES,NO
W1371,YES,NO
4142,YES,NO
W97,YES,NO
W506,YES,NO
710,YES,NO
W5505,YES,NO
3065,YES,NO
W207,YES,NO
806,YES,NO
3088,YES,NO
2002,YES,NO
WC960,YES,NO
60426,YES,NO
52722,YES,NO
WC0600,YES,NO
WC0205,YES,NO
W851,YES,NO
W4435,YES,NO
W01501,YES,NO
WC133,YES,NO
5900,YES,NO
WC16010,YES,NO
W0436,YES,NO
W818,YES,NO
WC05402,YES,NO
W09052,YES,NO
W15300,YES,NO
01803,YES,NO
WC20000,YES,NO
W168,YES,NO
182726,YES,NO
55430,YES,NO
12279,YES,NO
WC357,YES,NO
W3570,YES,NO
W641,YES,NO
W3300,YES,NO
W277,YES,NO
W60087,YES,NO
04210,YES,NO
WC 2411,YES,NO
W5000,YES,NO
2575,YES,NO
WC321,YES,NO
W061,YES,NO
WC139,YES,NO
WC33,YES,NO
WC48,YES,NO
W61820,YES,NO
W551,YES,NO
W2033,YES,NO
4193,YES,NO
W62411,YES,NO
W12303,YES,NO
W001,YES,NO
WC8400,YES,NO
WC3001,YES,NO
W31776,YES,NO
W7800,YES,NO
W8066,YES,NO
W5155,YES,NO
W0334,YES,NO
W8112,YES,NO
W6162,YES,NO
4182,YES,NO
W27016,YES,NO
W31252,YES,NO
3009,YES,NO
WC108,YES,NO
604461,YES,NO
WC60446,YES,NO
W3379,YES,NO
W4192,YES,NO
16555,YES,NO
WC285,YES,NO
WC1475,YES,NO
W20874,YES,NO
W74101,YES,NO
W2604,YES,NO
W430,YES,NO
64861,YES,NO
WC70001,YES,NO
W6967,YES,NO
7920,YES,NO
W1820,YES,NO
W19600,YES,NO
W4998,YES,NO
WC14306,YES,NO
4248,YES,NO
W2618,YES,NO
1815,YES,NO
WC6164,YES,NO
W5501200,YES,NO
W110,YES,NO
649,YES,NO
W4748,YES,NO
WC11100,YES,NO
W948399,YES,NO
W317,YES,NO
WC785,YES,NO
W2364,YES,NO
WC2455,YES,NO
W501,YES,NO
31333,YES,NO
W1420,YES,NO
17009,YES,NO
W686,YES,NO
WC317,YES,NO
WC7407,YES,NO
606070,YES,NO
WC2021,YES,NO
W2626,YES,NO
W278,YES,NO
W272,YES,NO
W380,YES,NO
WC2600,YES,NO
WC1901,YES,NO
W1713,YES,NO
W13401,YES,NO
W2946,YES,NO
W2013,YES,NO
WC6115,YES,NO
W476,YES,NO
W340,YES,NO
W577,YES,NO
57049,YES,NO
W423,YES,NO
WC475,YES,NO
W234,YES,NO
W1414,YES,NO
W915,YES,NO
W60136,YES,NO
W0279,YES,NO
W166,YES,NO
WC436,YES,NO
02010,YES,NO
6430,YES,NO
W223,YES,NO
W752,YES,NO
W1281,YES,NO
W597,YES,NO
W5054,YES,NO
W7129,YES,NO
W5261,YES,NO
W5200,YES,NO
0159,YES,NO
W1593,YES,NO
WC51030,YES,NO
4525,YES,NO
W610,YES,NO
44232,YES,NO
W3657,YES,NO
WC1510,YES,NO
600451,YES,NO
W773,YES,NO
4097,YES,NO
W661,YES,NO
W2200,YES,NO
WC6858,YES,NO
W9378,YES,NO
W7225,YES,NO
WC1120,YES,NO
W4940,YES,NO
W1875,YES,NO
42211,YES,NO
W2554,YES,NO
W900,YES,NO
W420,YES,NO
W60618,YES,NO
4284,YES,NO
WC4433,YES,NO
W2501,YES,NO
W7832,YES,NO
WC567,YES,NO
WC1040,YES,NO
4118,YES,NO
3339,YES,NO
W3200,YES,NO
W1103,YES,NO
WC478,YES,NO
W1604,YES,NO
4700,YES,NO
10041,YES,NO
WC90030,YES,NO
WC233,YES,NO
85080,YES,NO
80112,YES,NO
W1615,YES,NO
9896,YES,NO
WC2001,YES,NO
3048,YES,NO
W02000,YES,NO
85027,YES,NO
233,YES,NO
660403,YES,NO
342,YES,NO
WC126,YES,NO
W15317,YES,NO
W1370,YES,NO
WC290,YES,NO
W1188,YES,NO
61081,YES,NO
WC66,YES,NO
W45202,YES,NO
2582,YES,NO
W537,YES,NO
WC247,YES,NO
1682,YES,NO
W22201,YES,NO
W12185,YES,NO
W2886,YES,NO
WC462,YES,NO
WC1337,YES,NO
WC1531,YES,NO
182368,YES,NO
W3628,YES,NO
WC1230,YES,NO
929,YES,NO
4178,YES,NO
W677,YES,NO
62791,YES,NO
W7449,YES,NO
60544,YES,NO
15228,YES,NO
W5204,YES,NO
578308,YES,NO
W1137,YES,NO
48123,YES,NO
W185,YES,NO
W51031,YES,NO
W626,YES,NO
W090,YES,NO
W1905,YES,NO
W692,YES,NO
4283,YES,NO
4009,YES,NO
W0740,YES,NO
W6676,YES,NO
W34,YES,NO
WC3501,YES,NO
WC22,YES,NO
W141,YES,NO
W1787,YES,NO
W13051,YES,NO
WC7500,YES,NO
WC3510,YES,NO
30786,YES,NO
WC226,YES,NO
WC400,YES,NO
WC4803/USEW488,YES,NO
W48310,YES,NO
W5201,YES,NO
W9156,YES,NO
W1502,YES,NO
W2100,YES,NO
W6139,YES,NO
W1004,YES,NO
W463,YES,NO
W15320,YES,NO
W1550,YES,NO
W8003,YES,NO
W61301,YES,NO
W233,YES,NO
W377,YES,NO
W833,YES,NO
W619,YES,NO
WC215,YES,NO
1209,YES,NO
WC2011,YES,NO
W6400,YES,NO
W154,YES,NO
W724,YES,NO
61354,YES,NO
W3511,YES,NO
WC152,YES,NO
61104,YES,NO
W3751,YES,NO
W405,YES,NO
W447,YES,NO
W808,YES,NO
46411,YES,NO
WC1000,YES,NO
50501,YES,NO
W3325,YES,NO
WC6300,YES,NO
W174,YES,NO
W7500,YES,NO
W1898,YES,NO
WC61820,YES,NO
W60004,YES,NO
W11511,YES,NO
W9220,YES,NO
N1H1C3,YES,NO
W41426,YES,NO
W2290,YES,NO
W211,YES,NO
W50213,YES,NO
W342,YES,NO
W4186,YES,NO
W0101,YES,NO
46143,YES,NO
W2839,YES,NO
W1629,YES,NO
W6596,YES,NO
WC9911,YES,NO
W5318,YES,NO
WC1950,YES,NO
W407,YES,NO
W2030,YES,NO
441156,YES,NO
W830,YES,NO
60607,YES,NO
W2011,YES,NO
WC7010,YES,NO
W867,YES,NO
113,YES,NO
W5881,YES,NO
W2035,YES,NO
WC28,YES,NO
W419,YES,NO
W7801,YES,NO
W10008,YES,NO
48844,YES,NO
W2209,YES,NO
WC12887,YES,NO
W2595,YES,NO
1902,YES,NO
W323,YES,NO
W1562,YES,NO
W153,YES,NO
W2517,YES,NO
WC002,YES,NO
W1530,YES,NO
W951,YES,NO
W50054,YES,NO
W0193,YES,NO
W5759,YES,NO
W6770,YES,NO
W50278,YES,NO
W80204,YES,NO
WC505,YES,NO
W6185,YES,NO
W3420,YES,NO
W652,YES,NO
W910,YES,NO
WC7600,YES,NO
W7318,YES,NO
W4745,YES,NO
W1310,YES,NO
W121,YES,NO
WC566,YES,NO
W1836,YES,NO
W5524,YES,NO
W155,YES,NO
4160,YES,NO
WC2625,YES,NO
4335,YES,NO
W2151,YES,NO
W5885,YES,NO
W48375,YES,NO
505WC,YES,NO
53505,YES,NO
W5080C,YES,NO
W2740,YES,NO
W3540,YES,NO
W191,YES,NO
W2681,YES,NO
W236,YES,NO
WC55,YES,NO
W0353,YES,NO
0353,YES,NO
WC572,YES,NO
W12117,YES,NO
W3851,YES,NO
50473,YES,NO
72913,YES,NO
W4855,YES,NO
W2458,YES,NO
W246,YES,NO
W12901,YES,NO
1594,YES,NO
W15,YES,NO
W3501,YES,NO
W5418,YES,NO
W5413,YES,NO
W4500,YES,NO
W8600,YES,NO
W4406,YES,NO
W271,YES,NO
W6480,YES,NO
W690,YES,NO
WC11000,YES,NO
WC2056,YES,NO
WC60601,YES,NO
WC2121,YES,NO
W955,YES,NO
W390,YES,NO
WC2979,YES,NO
WC280,YES,NO
W6666,YES,NO
W9290,YES,NO
W2048,YES,NO
W459,YES,NO
782,YES,NO
W75026,YES,NO
W13285,YES,NO
W11422,YES,NO
W38501,YES,NO
W1755225,YES,NO
WC1850,YES,NO
W4185,YES,NO
10900,YES,NO
W1410,YES,NO
4316,YES,NO
W50711,YES,NO
WC6019,YES,NO
8265,YES,NO
W4430,YES,NO
4058,YES,NO
W6423,YES,NO
W4626,YES,NO
WC2905,YES,NO
23058,YES,NO
W392,YES,NO
15032,YES,NO
45236,YES,NO
W48,YES,NO
W71652,YES,NO
768,YES,NO
W606,YES,NO
WC61938,YES,NO
W5605,YES,NO
73009,YES,NO
605321,YES,NO
W3848,YES,NO
173,YES,NO
WC9729,YES,NO
W301,YES,NO
W1807,YES,NO
3857,YES,NO
W5888,YES,NO
46280,YES,NO
W44015,YES,NO
78067,YES,NO
4820,YES,NO
W30,YES,NO
W54011,YES,NO
WC30029,YES,NO
W2317,YES,NO
W5225,YES,NO
WC3620,YES,NO
W6460,YES,NO
WC13285,YES,NO
W3610,YES,NO
WC3758,YES,NO
W12627,YES,NO
WC6966,YES,NO
WC13311,YES,NO
W1118,YES,NO
W2746,YES,NO
W0811,YES,NO
W942,YES,NO
62454,YES,NO
WC8003,YES,NO
01700,YES,NO
W3703,YES,NO
W4200,YES,NO
WC20201,YES,NO
W1705,YES,NO
W0211,YES,NO
W906,YES,NO
W6403,YES,NO
W973,YES,NO
210,YES,NO
21006,YES,NO
WC3285,YES,NO
WC6120,YES,NO
WC701,YES,NO
W1504,YES,NO
W2301,YES,NO
WC859222,YES,NO
W1057,YES,NO
W771,YES,NO
WC07728,YES,NO
WC30792,YES,NO
W7386,YES,NO
44199,YES,NO
W30055,YES,NO
W30786,YES,NO
WC3611,YES,NO
WC120682,YES,NO
W3220,YES,NO
WC11306,YES,NO
W2152,YES,NO
W2174,YES,NO
W1359,YES,NO
